_id,carId,latitude,longitude,altitude,speed,date,timestamp,__v
681c9127fd0a9fdb812b5e5f,67f99df356e86a8f862ba7e3,29.9873526,31.4395119,333,0.58,2025-08-05T11:10:29.000Z,2025-05-08T11:10:31.044Z,0
681c9128fd0a9fdb812b5e63,67f99df356e86a8f862ba7e3,29.9873533,31.4395128,333,0.48,2025-08-05T11:10:30.000Z,2025-05-08T11:10:32.214Z,0
681c9129fd0a9fdb812b5e67,67f99df356e86a8f862ba7e3,29.9873534,31.4395138,333,0.39,2025-08-05T11:10:31.000Z,2025-05-08T11:10:33.041Z,0
681c912afd0a9fdb812b5e6b,67f99df356e86a8f862ba7e3,29.9873535,31.4395146,333,0.32,2025-08-05T11:10:32.000Z,2025-05-08T11:10:34.243Z,0
681c912bfd0a9fdb812b5e6f,67f99df356e86a8f862ba7e3,29.9873556,31.4395214,333,3.41,2025-08-05T11:10:33.000Z,2025-05-08T11:10:35.091Z,0
681c912cfd0a9fdb812b5e73,67f99df356e86a8f862ba7e3,29.9873574,31.4395319,333,3.27,2025-08-05T11:10:34.000Z,2025-05-08T11:10:36.255Z,0
681c912dfd0a9fdb812b5e77,67f99df356e86a8f862ba7e3,29.9873572,31.4395456,333,4.95,2025-08-05T11:10:35.000Z,2025-05-08T11:10:37.142Z,0
681c912efd0a9fdb812b5e7b,67f99df356e86a8f862ba7e3,29.9873556,31.4395616,333,4.33,2025-08-05T11:10:36.000Z,2025-05-08T11:10:38.023Z,0
681c912ffd0a9fdb812b5e7f,67f99df356e86a8f862ba7e3,29.9873534,31.4395759,333,4.43,2025-08-05T11:10:37.000Z,2025-05-08T11:10:39.241Z,0
681c9130fd0a9fdb812b5e83,67f99df356e86a8f862ba7e3,29.9873508,31.4395894,333,4.36,2025-08-05T11:10:38.000Z,2025-05-08T11:10:40.164Z,0
681c9131fd0a9fdb812b5e87,67f99df356e86a8f862ba7e3,29.9873456,31.4396051,334,6.39,2025-08-05T11:10:39.000Z,2025-05-08T11:10:41.051Z,0
681c9132fd0a9fdb812b5e8b,67f99df356e86a8f862ba7e3,29.9873374,31.4396278,334,9.11,2025-08-05T11:10:40.000Z,2025-05-08T11:10:42.061Z,0
681c9133fd0a9fdb812b5e8f,67f99df356e86a8f862ba7e3,29.9873279,31.4396566,335,9.78,2025-08-05T11:10:41.000Z,2025-05-08T11:10:43.013Z,0
681c9134fd0a9fdb812b5e93,67f99df356e86a8f862ba7e3,29.9873202,31.4396865,334,9.5,2025-08-05T11:10:42.000Z,2025-05-08T11:10:44.200Z,0
