"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
5.448737258E1,2.998603209E1,3.144156748E1,2.997610794E2,3.167880249E2,3.299999952E0,2.746000061E2,3.058469725E-1,3.790092468E0,2.500000000E0,4.300000000E1
5.548777889E1,2.998603298E1,3.144153107E1,2.991491001E2,3.161760254E2,3.500000000E0,2.707999878E2,3.094144745E-1,3.790092468E0,2.500000000E0,3.900000000E1
5.648766373E1,2.998603270E1,3.144149403E1,2.993788549E2,3.164057617E2,3.460000038E0,2.692999878E2,3.133664840E-1,3.790092468E0,2.500000000E0,3.700000000E1
5.748729446E1,2.998603057E1,3.144145307E1,2.985288962E2,3.155557861E2,3.750000000E0,2.657999878E2,3.172834600E-1,3.790092468E0,2.500000000E0,3.500000000E1
5.848706237E1,2.998603056E1,3.144141240E1,2.968202378E2,3.138471069E2,3.390000105E0,2.717000122E2,3.210690254E-1,3.790092468E0,2.500000000E0,3.500000000E1
5.948694487E1,2.998603267E1,3.144137317E1,2.964074810E2,3.134343262E2,3.569999933E0,2.750000000E2,3.246475546E-1,3.790092468E0,2.608179808E0,3.700000000E1
6.048708039E1,2.998603521E1,3.144133613E1,2.964832493E2,3.135100708E2,3.380000114E0,2.742999878E2,3.280497953E-1,3.790092468E0,2.715213776E0,3.700000000E1
6.148730289E1,2.998603575E1,3.144130081E1,2.973361126E2,3.143629150E2,3.490000010E0,2.723999939E2,3.313840081E-1,3.790092468E0,2.742848635E0,3.800000000E1
6.248703091E1,2.998603506E1,3.144126620E1,2.974225548E2,3.144493408E2,3.390000105E0,2.697999878E2,3.346824148E-1,9.935046196E0,2.625812769E0,4.400000000E1
6.348697508E1,2.998603350E1,3.144123200E1,2.984237291E2,3.154505005E2,3.390000105E0,2.682999878E2,3.381075915E-1,9.935046196E0,2.601519108E0,4.600000000E1
6.448777305E1,2.998603115E1,3.144119654E1,2.990999513E2,3.161267090E2,3.569999933E0,2.677000122E2,3.414405079E-1,9.935046196E0,2.500000000E0,4.600000000E1
6.548735477E1,2.998602961E1,3.144116198E1,2.994698391E2,3.164965820E2,3.480000019E0,2.690000000E2,3.448009393E-1,9.935046196E0,2.543530464E0,4.400000000E1
6.648696013E1,2.998602988E1,3.144112709E1,2.996568692E2,3.166835938E2,3.470000029E0,2.712999878E2,3.483086631E-1,9.935046196E0,2.500000000E0,4.300000000E1
6.748751623E1,2.998602968E1,3.144109067E1,2.998445095E2,3.168712158E2,3.500000000E0,2.698999939E2,3.518481988E-1,9.935046196E0,2.521674156E0,4.100000000E1
6.848704274E1,2.998602890E1,3.144105393E1,3.003639970E2,3.173906860E2,3.559999943E0,2.692000122E2,3.553138365E-1,9.935046196E0,2.500000000E0,3.700000000E1
6.948756591E1,2.998602935E1,3.144101795E1,3.006460597E2,3.176727295E2,3.380000114E0,2.706000061E2,3.588545397E-1,9.935046196E0,2.500000000E0,3.700000000E1
7.048701055E1,2.998603048E1,3.144098121E1,3.005598379E2,3.175864868E2,3.460000038E0,2.702000122E2,3.624340922E-1,9.935046196E0,2.500000000E0,3.700000000E1
7.148737430E1,2.998603144E1,3.144094406E1,3.002311234E2,3.172577515E2,3.440000057E0,2.703999939E2,3.659953537E-1,9.935046196E0,2.500000000E0,3.700000000E1
7.248690331E1,2.998603240E1,3.144090710E1,3.005643350E2,3.175909424E2,3.369999886E0,2.697999878E2,3.695958325E-1,9.935046196E0,2.500000000E0,3.800000000E1
7.348730742E1,2.998603328E1,3.144086973E1,3.007589968E2,3.177855835E2,3.410000086E0,2.682000122E2,3.729804712E-1,9.935046196E0,2.500000000E0,3.800000000E1
7.448721976E1,2.998603290E1,3.144083459E1,3.010906181E2,3.181171875E2,3.289999962E0,2.672000122E2,3.762545708E-1,9.935046196E0,2.500000000E0,4.200000000E1
7.548709497E1,2.998603048E1,3.144080071E1,3.013308652E2,3.183574219E2,3.259999990E0,2.622000122E2,3.796593789E-1,9.935046196E0,2.500000000E0,4.300000000E1
7.648742044E1,2.998602286E1,3.144076647E1,3.020344818E2,3.190610352E2,3.519999981E0,2.526999969E2,3.832325863E-1,9.935046196E0,2.500000000E0,4.500000000E1
7.748772570E1,2.998600996E1,3.144073249E1,3.016909692E2,3.187175293E2,3.690000057E0,2.455000000E2,3.867995756E-1,9.935046196E0,2.500000000E0,4.500000000E1
7.848773591E1,2.998599180E1,3.144070196E1,3.016293054E2,3.186558838E2,3.589999914E0,2.343000031E2,3.909111140E-1,9.935046196E0,2.500000000E0,4.600000000E1
7.948756935E1,2.998596715E1,3.144067014E1,3.008388703E2,3.178654785E2,4.230000019E0,2.291999969E2,3.949264591E-1,9.935046196E0,2.500000000E0,4.800000000E1
8.048736367E1,2.998594254E1,3.144063963E1,3.006031221E2,3.176297607E2,3.910000086E0,2.283000031E2,3.986873835E-1,9.935046196E0,2.500000000E0,4.900000000E1
8.148786877E1,2.998591746E1,3.144061343E1,3.006881716E2,3.177148438E2,3.750000000E0,2.233000031E2,4.025231718E-1,9.935046196E0,2.500000000E0,5.000000000E1
8.248763872E1,2.998589027E1,3.144058892E1,3.005671617E2,3.175938721E2,3.839999914E0,2.191000061E2,4.062757006E-1,9.935046196E0,2.500000000E0,5.100000000E1
8.348753794E1,2.998586303E1,3.144056592E1,3.005603476E2,3.175870972E2,3.630000114E0,2.183000031E2,4.099677392E-1,9.935046196E0,2.500000000E0,4.700000000E1
8.448739325E1,2.998583611E1,3.144054348E1,3.009215759E2,3.179483643E2,3.769999981E0,2.186000061E2,4.135808167E-1,9.935046196E0,2.500000000E0,4.600000000E1
8.548737997E1,2.998580966E1,3.144052169E1,3.012112105E2,3.182380371E2,3.730000019E0,2.171000061E2,4.172307890E-1,9.935046196E0,2.500000000E0,4.600000000E1
8.648736544E1,2.998578344E1,3.144049889E1,3.016087561E2,3.186356201E2,3.769999981E0,2.168999939E2,4.208051336E-1,9.935046196E0,2.500000000E0,4.600000000E1
8.748699471E1,2.998575887E1,3.144047496E1,3.012970159E2,3.183239136E2,3.630000114E0,2.203000031E2,4.245115568E-1,9.935046196E0,2.500000000E0,4.600000000E1
8.848757965E1,2.998573565E1,3.144044735E1,3.013612566E2,3.183881836E2,3.869999886E0,2.263000031E2,4.284733717E-1,9.935046196E0,2.500000000E0,4.700000000E1
8.948721231E1,2.998571243E1,3.144041615E1,3.011596911E2,3.181866455E2,4.079999924E0,2.296000061E2,4.322565805E-1,9.935046196E0,2.500000000E0,5.000000000E1
9.048769668E1,2.998569193E1,3.144038480E1,3.010578622E2,3.180848389E2,3.759999990E0,2.328000031E2,4.359432863E-1,9.935046196E0,2.500000000E0,4.900000000E1
9.148718710E1,2.998567318E1,3.144035323E1,3.010151186E2,3.180421143E2,3.640000105E0,2.351000061E2,4.398525505E-1,9.935046196E0,2.500000000E0,4.800000000E1
9.248769434E1,2.998565520E1,3.144031835E1,3.008219876E2,3.178489990E2,3.839999914E0,2.388999939E2,4.435532232E-1,9.935046196E0,2.500000000E0,4.500000000E1
9.348786684E1,2.998564164E1,3.144028326E1,3.006223342E2,3.176493530E2,3.630000114E0,2.451999969E2,4.471070749E-1,9.935046196E0,2.500000000E0,4.500000000E1
9.448720533E1,2.998563280E1,3.144024780E1,3.006038422E2,3.176308594E2,3.519999981E0,2.531000061E2,4.505571964E-1,9.935046196E0,2.500000000E0,4.600000000E1
9.548702236E1,2.998562747E1,3.144021251E1,3.004545583E2,3.174815674E2,3.210000038E0,2.592000122E2,4.541156061E-1,9.935046196E0,2.500000000E0,4.300000000E1
9.648750199E1,2.998562349E1,3.144017585E1,3.003934734E2,3.174204712E2,3.289999962E0,2.612000122E2,4.579057197E-1,9.935046196E0,2.500000000E0,4.400000000E1
9.748790574E1,2.998562021E1,3.144013668E1,3.000699399E2,3.170969238E2,3.750000000E0,2.642999878E2,4.618337481E-1,9.935046196E0,2.500000000E0,4.300000000E1
9.848735522E1,2.998561968E1,3.144009590E1,2.998866712E2,3.169136353E2,3.690000057E0,2.677999878E2,4.656653212E-1,9.935046196E0,2.500000000E0,4.500000000E1
9.948694814E1,2.998562011E1,3.144005612E1,2.998993876E2,3.169263306E2,3.609999895E0,2.718999939E2,4.692731577E-1,9.935046196E0,2.500000000E0,4.200000000E1
1.004873635E2,2.998562223E1,3.144001874E1,3.000289883E2,3.170559082E2,3.529999971E0,2.737000122E2,4.729726956E-1,9.935046196E0,2.500000000E0,4.400000000E1
1.014877691E2,2.998562732E1,3.143998078E1,2.999947155E2,3.170216064E2,3.700000048E0,2.791000061E2,4.765292799E-1,9.935046196E0,2.500000000E0,4.400000000E1
1.024870515E2,2.998563819E1,3.143994605E1,3.006965357E2,3.177233887E2,3.430000067E0,2.905000000E2,4.801391284E-1,9.935046196E0,2.500000000E0,4.300000000E1
1.034875696E2,2.998565189E1,3.143991207E1,3.006410367E2,3.176678467E2,3.559999943E0,2.932000122E2,4.837376124E-1,9.935046196E0,2.500000000E0,4.400000000E1
1.044870710E2,2.998566636E1,3.143987865E1,3.007553997E2,3.177821655E2,3.569999933E0,2.960000000E2,4.874506911E-1,9.935046196E0,2.500000000E0,4.300000000E1
1.054876229E2,2.998568471E1,3.143984644E1,3.009419739E2,3.179686890E2,3.660000086E0,3.032999878E2,4.911312376E-1,9.935046196E0,2.500000000E0,4.600000000E1
1.064870237E2,2.998570541E1,3.143981662E1,3.012374380E2,3.182640991E2,3.650000095E0,3.087000122E2,4.948912224E-1,9.935046196E0,2.500000000E0,4.700000000E1
1.074875903E2,2.998572863E1,3.143978824E1,3.017542805E2,3.187808838E2,3.650000095E0,3.142999878E2,4.985178500E-1,9.935046196E0,2.500000000E0,4.500000000E1
1.084870807E2,2.998575228E1,3.143976231E1,3.020852096E2,3.191117554E2,3.559999943E0,3.180000000E2,5.021484076E-1,9.935046196E0,2.500000000E0,4.700000000E1
1.094870058E2,2.998577796E1,3.143973903E1,3.024351840E2,3.194616699E2,3.569999933E0,3.215000000E2,5.054298864E-1,9.935046196E0,2.500000000E0,4.300000000E1
1.104869333E2,2.998580268E1,3.143972042E1,3.026448344E2,3.196712646E2,3.150000095E0,3.263999939E2,5.088832127E-1,9.935046196E0,2.500000000E0,4.300000000E1
1.114873086E2,2.998583001E1,3.143970339E1,3.023727385E2,3.193991089E2,3.410000086E0,3.292999878E2,5.124266572E-1,9.935046196E0,2.500000000E0,4.100000000E1
1.124878376E2,2.998585769E1,3.143968516E1,3.017354094E2,3.187617188E2,3.420000076E0,3.312999878E2,5.157596952E-1,9.935046196E0,2.500000000E0,4.000000000E1
1.134873755E2,2.998588542E1,3.143967202E1,3.024258976E2,3.194521484E2,3.349999905E0,3.362999878E2,5.191617598E-1,9.935046196E0,2.500000000E0,4.100000000E1
1.144868981E2,2.998591460E1,3.143966140E1,3.024810113E2,3.195072021E2,3.519999981E0,3.403999939E2,5.225660579E-1,9.935046196E0,2.500000000E0,4.300000000E1
1.154873776E2,2.998594437E1,3.143965315E1,3.031905438E2,3.202166748E2,3.549999952E0,3.451000061E2,5.258568740E-1,9.935046196E0,2.500000000E0,4.400000000E1
1.164878847E2,2.998597364E1,3.143964810E1,3.037408941E2,3.207669678E2,3.349999905E0,3.491000061E2,5.291936972E-1,9.935046196E0,2.500000000E0,4.500000000E1
1.174875389E2,2.998600346E1,3.143964422E1,3.044361422E2,3.214621582E2,3.440000057E0,3.495000000E2,5.324289196E-1,9.935046196E0,2.500000000E0,4.500000000E1
1.184875749E2,2.998603192E1,3.143963724E1,3.046804006E2,3.217063599E2,3.339999914E0,3.428999939E2,5.353268162E-1,9.935046196E0,2.500000000E0,4.500000000E1
1.194870714E2,2.998605553E1,3.143962450E1,3.050181588E2,3.220440674E2,2.839999914E0,3.303999939E2,5.382046973E-1,9.935046196E0,2.500000000E0,4.400000000E1
1.204875868E2,2.998607324E1,3.143960271E1,3.049693749E2,3.219952393E2,2.890000105E0,3.096000061E2,5.415038370E-1,9.935046196E0,2.500000000E0,4.700000000E1
1.214870545E2,2.998608369E1,3.143957065E1,3.046368913E2,3.216627197E2,3.250000000E0,2.856000061E2,5.451572107E-1,9.935046196E0,2.500000000E0,4.800000000E1
1.224875419E2,2.998608127E1,3.143953282E1,3.044835247E2,3.215093384E2,3.700000048E0,2.613999939E2,5.489629388E-1,9.935046196E0,2.500000000E0,5.000000000E1
1.234870751E2,2.998606914E1,3.143949587E1,3.038045048E2,3.208303223E2,3.559999943E0,2.496999969E2,5.525709419E-1,9.935046196E0,2.500000000E0,5.100000000E1
1.244873055E2,2.998605835E1,3.143946054E1,3.038007186E2,3.208265381E2,3.549999952E0,2.536999969E2,5.563247652E-1,9.935046196E0,2.500000000E0,5.300000000E1
1.254872557E2,2.998605169E1,3.143942233E1,3.035809380E2,3.206067505E2,3.660000086E0,2.588999939E2,5.601448078E-1,9.935046196E0,2.500000000E0,5.600000000E1
1.264876194E2,2.998604867E1,3.143938282E1,3.035188798E2,3.205446777E2,3.660000086E0,2.631000061E2,5.640088828E-1,9.935046196E0,2.500000000E0,5.200000000E1
1.274870479E2,2.998604731E1,3.143934273E1,3.035593031E2,3.205850830E2,3.759999990E0,2.660000000E2,5.677604935E-1,9.935046196E0,2.500000000E0,5.100000000E1
1.284874960E2,2.998604773E1,3.143930378E1,3.030794043E2,3.201051636E2,3.789999962E0,2.683999939E2,5.715223828E-1,9.935046196E0,2.500000000E0,4.700000000E1
1.294879010E2,2.998604905E1,3.143926475E1,3.029878130E2,3.200135498E2,3.680000067E0,2.697000122E2,5.751511893E-1,9.935046196E0,2.500000000E0,4.500000000E1
1.304873112E2,2.998604972E1,3.143922708E1,3.030630288E2,3.200887451E2,3.589999914E0,2.690000000E2,5.789779590E-1,9.935046196E0,2.500000000E0,4.500000000E1
1.314868977E2,2.998605017E1,3.143918735E1,3.023195197E2,3.193452148E2,3.680000067E0,2.698999939E2,5.827884093E-1,9.935046196E0,2.500000000E0,4.300000000E1
1.324874053E2,2.998605108E1,3.143914780E1,3.023899762E2,3.194156494E2,3.640000105E0,2.696000061E2,5.866678423E-1,9.935046196E0,2.500000000E0,4.500000000E1
1.334875148E2,2.998605097E1,3.143910752E1,3.027646303E2,3.197902832E2,3.769999981E0,2.678999939E2,5.902881996E-1,9.935046196E0,2.500000000E0,4.600000000E1
1.344872708E2,2.998605108E1,3.143906993E1,3.028649915E2,3.198906250E2,3.500000000E0,2.685000000E2,5.938838592E-1,9.935046196E0,2.500000000E0,4.700000000E1
1.354871181E2,2.998605154E1,3.143903260E1,3.030357879E2,3.200614014E2,3.599999905E0,2.696000061E2,5.975235136E-1,9.935046196E0,2.500000000E0,4.600000000E1
1.364875148E2,2.998605262E1,3.143899483E1,3.031282164E2,3.201538086E2,3.670000076E0,2.708999939E2,6.011794990E-1,9.935046196E0,2.500000000E0,4.700000000E1
1.374869016E2,2.998605338E1,3.143895688E1,3.028637719E2,3.198893433E2,3.769999981E0,2.697999878E2,6.050883142E-1,9.935046196E0,2.500000000E0,4.800000000E1
1.384873401E2,2.998605172E1,3.143891634E1,3.028282670E2,3.198538208E2,3.910000086E0,2.662999878E2,6.090859290E-1,9.935046196E0,2.500000000E0,4.700000000E1
1.394872782E2,2.998604926E1,3.143887493E1,3.027078613E2,3.197333984E2,3.970000029E0,2.682000122E2,6.128456920E-1,9.935046196E0,2.500000000E0,4.600000000E1
1.404877480E2,2.998604993E1,3.143883590E1,3.024045377E2,3.194300537E2,3.809999943E0,2.717999878E2,6.166616929E-1,9.935046196E0,2.500000000E0,4.500000000E1
1.414877862E2,2.998605130E1,3.143879631E1,3.024001660E2,3.194256592E2,3.750000000E0,2.717000122E2,6.204786702E-1,9.935046196E0,2.500000000E0,4.600000000E1
1.424873932E2,2.998605162E1,3.143875668E1,3.022673743E2,3.192928467E2,3.769999981E0,2.707000122E2,6.242162859E-1,9.935046196E0,2.500000000E0,4.300000000E1
1.434877786E2,2.998605229E1,3.143871788E1,3.023020634E2,3.193275146E2,3.759999990E0,2.706000061E2,6.281708729E-1,9.935046196E0,2.500000000E0,4.200000000E1
1.444873762E2,2.998605247E1,3.143867682E1,3.019601658E2,3.189855957E2,3.759999990E0,2.711000061E2,6.322206451E-1,9.935046196E0,2.500000000E0,3.900000000E1
1.454873361E2,2.998605138E1,3.143863479E1,3.023282272E2,3.193536377E2,3.809999943E0,2.677999878E2,6.362763088E-1,9.935046196E0,2.500000000E0,3.400000000E1
1.464869967E2,2.998605136E1,3.143859268E1,3.022449968E2,3.192703857E2,3.839999914E0,2.697999878E2,6.401059167E-1,9.935046196E0,2.500000000E0,3.800000000E1
1.474873390E2,2.998605276E1,3.143855295E1,3.018547609E2,3.188801270E2,3.740000010E0,2.703999939E2,6.438691119E-1,9.935046196E0,2.500000000E0,4.000000000E1
1.484873690E2,2.998605232E1,3.143851388E1,3.016145457E2,3.186398926E2,3.740000010E0,2.702999878E2,6.478005392E-1,9.935046196E0,2.500000000E0,4.300000000E1
1.494875727E2,2.998605226E1,3.143847306E1,3.011192661E2,3.181445923E2,3.769999981E0,2.712999878E2,6.516761988E-1,9.935046196E0,2.500000000E0,4.100000000E1
1.504875390E2,2.998605547E1,3.143843299E1,3.013498224E2,3.183751221E2,3.829999924E0,2.743999939E2,6.552762240E-1,9.935046196E0,2.500000000E0,4.200000000E1
1.514873411E2,2.998605365E1,3.143839567E1,3.014066008E2,3.184318848E2,3.720000029E0,2.668999939E2,6.590884017E-1,9.935046196E0,2.500000000E0,4.500000000E1
1.524876846E2,2.998605251E1,3.143835611E1,3.013349636E2,3.183602295E2,3.809999943E0,2.671000061E2,6.627872377E-1,9.935046196E0,2.500000000E0,4.400000000E1
1.534876850E2,2.998605305E1,3.143831771E1,3.015862049E2,3.186114502E2,3.779999971E0,2.693999939E2,6.662097792E-1,9.935046196E0,2.500000000E0,4.000000000E1
1.544873579E2,2.998605584E1,3.143828232E1,3.017436989E2,3.187689209E2,3.730000019E0,2.711000061E2,6.697645627E-1,9.935046196E0,2.500000000E0,4.100000000E1
1.554872225E2,2.998605656E1,3.143824542E1,3.015437680E2,3.185689697E2,3.700000048E0,2.702999878E2,6.731316156E-1,9.935046196E0,2.500000000E0,4.200000000E1
