"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.168730284E2,2.998734323E1,3.143951294E1,3.093044971E2,3.263279419E2,1.529999971E0,2.673999939E2,6.297367139E-1,3.790092468E0,2.500000000E0,1.700000000E1
1.178734157E2,2.998734175E1,3.143948938E1,3.092440816E2,3.262675171E2,2.599999905E0,2.710000000E2,6.328167824E-1,3.790092468E0,2.500000000E0,1.900000000E1
1.188734456E2,2.998734103E1,3.143945741E1,3.096764086E2,3.266998291E2,3.319999933E0,2.703999939E2,6.363487391E-1,3.790092468E0,2.500000000E0,1.600000000E1
1.198735994E2,2.998734019E1,3.143942075E1,3.093277319E2,3.263511353E2,3.500000000E0,2.701000061E2,6.398515419E-1,3.790092468E0,2.500000000E0,1.600000000E1
1.208733767E2,2.998734011E1,3.143938438E1,3.094448769E2,3.264682617E2,3.589999914E0,2.713999939E2,6.433149864E-1,3.790092468E0,2.592217207E0,1.800000000E1
1.218736547E2,2.998734039E1,3.143934842E1,3.099558821E2,3.269792480E2,3.519999981E0,2.717000122E2,6.469343560E-1,3.790092468E0,2.771904230E0,1.600000000E1
1.228728855E2,2.998733908E1,3.143931087E1,3.095909086E2,3.266142578E2,3.650000095E0,2.688999939E2,6.505601971E-1,3.790092468E0,2.656932116E0,1.400000000E1
1.238732957E2,2.998733566E1,3.143927343E1,3.092213535E2,3.262446899E2,3.579999924E0,2.640000000E2,6.542820255E-1,3.790092468E0,2.851918459E0,1.700000000E1
1.248734630E2,2.998733214E1,3.143923500E1,3.087210614E2,3.257443848E2,3.619999886E0,2.661000061E2,6.579651516E-1,3.790092468E0,2.738756180E0,1.300000000E1
1.258736987E2,2.998733058E1,3.143919680E1,3.086480800E2,3.256713867E2,3.559999943E0,2.697999878E2,6.616444418E-1,3.790092468E0,2.683626175E0,1.700000000E1
1.268729739E2,2.998733143E1,3.143915861E1,3.091380914E2,3.261613770E2,3.630000114E0,2.727999878E2,6.653142543E-1,3.790092468E0,2.996910334E0,1.400000000E1
1.278731217E2,2.998733192E1,3.143912051E1,3.086983535E2,3.257216187E2,3.690000057E0,2.727000122E2,6.689942848E-1,3.790092468E0,3.036426306E0,1.500000000E1
1.288737317E2,2.998733179E1,3.143908230E1,3.078490075E2,3.248722534E2,3.789999962E0,2.705000000E2,6.727100021E-1,3.790092468E0,3.027280331E0,1.400000000E1
1.298729106E2,2.998733157E1,3.143904372E1,3.073164341E2,3.243396606E2,3.650000095E0,2.707000122E2,6.764778359E-1,3.790092468E0,3.345604897E0,1.500000000E1
1.308730705E2,2.998733191E1,3.143900460E1,3.072971066E2,3.243203125E2,3.750000000E0,2.711000061E2,6.801024219E-1,3.790092468E0,3.482003212E0,1.600000000E1
1.318734363E2,2.998733242E1,3.143896697E1,3.068518143E2,3.238750000E2,3.609999895E0,2.707999878E2,6.838600254E-1,3.790092468E0,3.338397980E0,1.400000000E1
1.328735242E2,2.998733338E1,3.143892797E1,3.067428273E2,3.237659912E2,3.769999981E0,2.708999939E2,6.874489654E-1,3.790092468E0,3.498677254E0,1.800000000E1
1.338736038E2,2.998733428E1,3.143889072E1,3.066152845E2,3.236384277E2,3.569999933E0,2.698999939E2,6.911069892E-1,3.790092468E0,3.467267275E0,1.800000000E1
1.348737399E2,2.998733460E1,3.143885274E1,3.064951874E2,3.235183105E2,3.690000057E0,2.693999939E2,6.948344226E-1,3.790092468E0,3.470572710E0,1.600000000E1
1.358723307E2,2.998733422E1,3.143881404E1,3.067229286E2,3.237460327E2,3.680000067E0,2.697999878E2,6.984023452E-1,3.790092468E0,3.719306707E0,1.800000000E1
1.368732968E2,2.998733363E1,3.143877700E1,3.060970309E2,3.231201172E2,3.660000086E0,2.690000000E2,7.019591723E-1,3.790092468E0,3.748660564E0,1.500000000E1
1.378733519E2,2.998733255E1,3.143874009E1,3.057788715E2,3.228019409E2,3.680000067E0,2.677000122E2,7.056592583E-1,3.790092468E0,3.557702780E0,1.700000000E1
1.388733895E2,2.998733106E1,3.143870171E1,3.051642033E2,3.221872559E2,3.710000038E0,2.681000061E2,7.094875705E-1,3.790092468E0,3.698465347E0,1.600000000E1
1.398737694E2,2.998733215E1,3.143866198E1,3.043024093E2,3.213254395E2,3.730000019E0,2.702000122E2,7.131827937E-1,3.790092468E0,4.145393848E0,1.800000000E1
1.408732149E2,2.998733440E1,3.143862370E1,3.041687661E2,3.211917725E2,3.609999895E0,2.716000061E2,7.168929327E-1,3.790092468E0,3.900226593E0,2.000000000E1
1.418735964E2,2.998733737E1,3.143858533E1,3.035132737E2,3.205362549E2,3.690000057E0,2.735000000E2,7.203582737E-1,3.790092468E0,3.522253752E0,1.800000000E1
1.428737322E2,2.998734218E1,3.143854978E1,3.040747022E2,3.210976562E2,3.309999943E0,2.740000000E2,7.233884417E-1,3.790092468E0,3.443562269E0,2.100000000E1
1.438729234E2,2.998734576E1,3.143851859E1,3.051015803E2,3.221245117E2,2.930000067E0,2.701000061E2,7.263562237E-1,3.790092468E0,3.140657187E0,1.900000000E1
1.448731324E2,2.998734762E1,3.143848785E1,3.050802372E2,3.221031494E2,2.759999990E0,2.656000061E2,7.291727325E-1,3.790092468E0,3.107996225E0,1.900000000E1
1.458732989E2,2.998734683E1,3.143845862E1,3.050966692E2,3.221195679E2,2.660000086E0,2.650000000E2,7.310774083E-1,3.790092468E0,3.187092066E0,1.700000000E1
1.468734641E2,2.998734408E1,3.143843910E1,3.051023503E2,3.221252441E2,1.470000029E0,2.607999878E2,7.327653259E-1,3.790092468E0,3.109478235E0,1.800000000E1
1.478722313E2,2.998733967E1,3.143842233E1,3.054327950E2,3.224556885E2,1.740000010E0,2.536999969E2,7.345307592E-1,3.790092468E0,2.996988773E0,2.200000000E1
1.488723115E2,2.998733411E1,3.143840516E1,3.053798759E2,3.224027710E2,1.720000029E0,2.530000000E2,7.362338980E-1,3.790092468E0,2.954229593E0,1.700000000E1
1.498734501E2,2.998732883E1,3.143838856E1,3.053929971E2,3.224158936E2,1.659999967E0,2.510000000E2,7.375103699E-1,3.790092468E0,2.936684608E0,2.300000000E1
1.508734235E2,2.998732087E1,3.143837901E1,3.078276794E2,3.248505859E2,1.740000010E0,2.283000031E2,7.391484001E-1,3.790092468E0,3.153119564E0,2.000000000E1
