Time (s),Latitude (°),Longitude (°),Altitude (m),Altitude WGS84 (m),Speed (m/s),Direction (°),Distance (km),Horizontal Accuracy (m),Vertical Accuracy (m),Satellites
0.000000000000000000000000000000000000000,29.990644600000000000000000000000000000000,31.440082600000000000000000000000000000000,NaN,NaN,NaN,NaN,0.416141281400000000000000000000000000000,699.999023400000000000000000000000000000000,0.000000000000000000000000000000000000000,-1.000000000000000000000000000000000000000
0.941416763000000000000000000000000000000,29.987193500000000000000000000000000000000,31.441754100000000000000000000000000000000,307.775147200000000000000000000000000000000,324.800018300000000000000000000000000000000,NaN,NaN,0.498194647000000000000000000000000000000,82.500000000000000000000000000000000000000,13.584489820000000000000000000000000000000,0.000000000000000000000000000000000000000
1.086444843000000000000000000000000000000,29.986964930000000000000000000000000000000,31.442564170000000000000000000000000000000,301.254194800000000000000000000000000000000,318.279907200000000000000000000000000000000,0.000000000000000000000000000000000000000,NaN,0.499084656400000000000000000000000000000,6.870158672000000000000000000000000000000,9.272427559000000000000000000000000000000,13.000000000000000000000000000000000000000
2.113435937000000000000000000000000000000,29.986972650000000000000000000000000000000,31.442566610000000000000000000000000000000,301.880550700000000000000000000000000000000,318.906250000000000000000000000000000000000,0.579999983300000000000000000000000000000,331.100006100000000000000000000000000000000,0.500117946500000000000000000000000000000,3.954190016000000000000000000000000000000,4.427792072000000000000000000000000000000,12.000000000000000000000000000000000000000
3.112800520000000000000000000000000000000,29.986981410000000000000000000000000000000,31.442563030000000000000000000000000000000,304.831252500000000000000000000000000000000,321.856933600000000000000000000000000000000,1.259999990000000000000000000000000000000,331.000000000000000000000000000000000000000,0.501953924500000000000000000000000000000,3.790092468000000000000000000000000000000,3.506034851000000000000000000000000000000,34.000000000000000000000000000000000000000
4.113448488000000000000000000000000000000,29.986995970000000000000000000000000000000,31.442554040000000000000000000000000000000,306.343918600000000000000000000000000000000,323.369567900000000000000000000000000000000,2.660000086000000000000000000000000000000,328.500000000000000000000000000000000000000,0.504535750300000000000000000000000000000,3.790092468000000000000000000000000000000,3.276471376000000000000000000000000000000,41.000000000000000000000000000000000000000
5.112951926000000000000000000000000000000,29.987014740000000000000000000000000000000,31.442538260000000000000000000000000000000,305.584989500000000000000000000000000000000,322.610595700000000000000000000000000000000,3.099999905000000000000000000000000000000,326.700012200000000000000000000000000000000,0.507350573200000000000000000000000000000,3.790092468000000000000000000000000000000,2.989997387000000000000000000000000000000,45.000000000000000000000000000000000000000
6.113255675000000000000000000000000000000,29.987035350000000000000000000000000000000,31.442521290000000000000000000000000000000,306.654494700000000000000000000000000000000,323.680053700000000000000000000000000000000,3.059999943000000000000000000000000000000,325.899993900000000000000000000000000000000,0.510587578700000000000000000000000000000,3.790092468000000000000000000000000000000,2.500000000000000000000000000000000000000,47.000000000000000000000000000000000000000
7.113646039000000000000000000000000000000,29.987059620000000000000000000000000000000,31.442502730000000000000000000000000000000,307.479378700000000000000000000000000000000,324.504882800000000000000000000000000000000,3.210000038000000000000000000000000000000,327.200012200000000000000000000000000000000,0.513731198400000000000000000000000000000,3.790092468000000000000000000000000000000,2.500000000000000000000000000000000000000,50.000000000000000000000000000000000000000
8.113176039000000000000000000000000000000,29.987082870000000000000000000000000000000,31.442484160000000000000000000000000000000,307.212097600000000000000000000000000000000,324.237548800000000000000000000000000000000,3.059999943000000000000000000000000000000,328.799987800000000000000000000000000000000,0.517027352200000000000000000000000000000,3.790092468000000000000000000000000000000,2.500000000000000000000000000000000000000,55.000000000000000000000000000000000000000
9.113495049000000000000000000000000000000,29.987107560000000000000000000000000000000,31.442465220000000000000000000000000000000,307.110468800000000000000000000000000000000,324.135864300000000000000000000000000000000,3.319999933000000000000000000000000000000,328.500000000000000000000000000000000000000,0.520301818400000000000000000000000000000,3.790092468000000000000000000000000000000,2.500000000000000000000000000000000000000,57.000000000000000000000000000000000000000
10.112919940000000000000000000000000000000,29.987132250000000000000000000000000000000,31.442446690000000000000000000000000000000,307.224782300000000000000000000000000000000,324.250122100000000000000000000000000000000,3.200000048000000000000000000000000000000,328.799987800000000000000000000000000000000,0.523686163500000000000000000000000000000,3.790092468000000000000000000000000000000,2.500000000000000000000000000000000000000,57.000000000000000000000000000000000000000
11.113387650000000000000000000000000000000,29.987157920000000000000000000000000000000,31.442427810000000000000000000000000000000,307.940660200000000000000000000000000000000,324.965942400000000000000000000000000000000,3.180000067000000000000000000000000000000,329.500000000000000000000000000000000000000,0.527181430700000000000000000000000000000,3.790092468000000000000000000000000000000,2.500000000000000000000000000000000000000,55.000000000000000000000000000000000000000
12.112912760000000000000000000000000000000,29.987184870000000000000000000000000000000,31.442409130000000000000000000000000000000,307.641647800000000000000000000000000000000,324.666870100000000000000000000000000000000,3.269999981000000000000000000000000000000,329.399993900000000000000000000000000000000,0.530524719400000000000000000000000000000,3.790092468000000000000000000000000000000,2.500000000000000000000000000000000000000,55.000000000000000000000000000000000000000
