_id,carId,latitude,longitude,altitude,speed,date,timestamp,__v
681c8d80fd0a9fdb812b4fc3,67f99df356e86a8f862ba7e3,29.9869756,31.4425716,323,0.79,2025-08-05T10:54:54.000Z,2025-05-08T10:54:56.064Z,0
681c8d81fd0a9fdb812b4fc5,67f99df356e86a8f862ba7e3,29.9869746,31.4425725,323,0.65,2025-08-05T10:54:55.000Z,2025-05-08T10:54:57.100Z,0
681c8d81fd0a9fdb812b4fcb,67f99df356e86a8f862ba7e3,29.9869759,31.4425711,323,1.43,2025-08-05T10:54:56.000Z,2025-05-08T10:54:57.993Z,0
681c8d83fd0a9fdb812b4fcf,67f99df356e86a8f862ba7e3,29.9869824,31.4425665,323,4.64,2025-08-05T10:54:57.000Z,2025-05-08T10:54:59.029Z,0
681c8d84fd0a9fdb812b4fd3,67f99df356e86a8f862ba7e3,29.9869987,31.4425572,323,6.6,2025-08-05T10:54:58.000Z,2025-05-08T10:55:00.201Z,0
681c8d85fd0a9fdb812b4fd7,67f99df356e86a8f862ba7e3,29.9870193,31.4425447,323,8.61,2025-08-05T10:54:59.000Z,2025-05-08T10:55:01.025Z,0
681c8d85fd0a9fdb812b4fdb,67f99df356e86a8f862ba7e3,29.9870431,31.4425285,324,10.03,2025-08-05T10:55:00.000Z,2025-05-08T10:55:01.999Z,0
681c8d87fd0a9fdb812b4fdf,67f99df356e86a8f862ba7e3,29.9870686,31.4425103,324,10.88,2025-08-05T10:55:01.000Z,2025-05-08T10:55:03.146Z,0
681c8d88fd0a9fdb812b4fe3,67f99df356e86a8f862ba7e3,29.9870944,31.4424912,324,11.24,2025-08-05T10:55:02.000Z,2025-05-08T10:55:04.056Z,0
681c8d89fd0a9fdb812b4fe7,67f99df356e86a8f862ba7e3,29.9871207,31.4424739,325,11.54,2025-08-05T10:55:03.000Z,2025-05-08T10:55:05.121Z,0
681c8d8afd0a9fdb812b4feb,67f99df356e86a8f862ba7e3,29.9871473,31.4424576,325,11.65,2025-08-05T10:55:04.000Z,2025-05-08T10:55:06.002Z,0
681c8d8bfd0a9fdb812b4fef,67f99df356e86a8f862ba7e3,29.9871735,31.442443,325,11.18,2025-08-05T10:55:05.000Z,2025-05-08T10:55:07.011Z,0
681c8d8cfd0a9fdb812b4ff3,67f99df356e86a8f862ba7e3,29.9871989,31.4424288,325,11.44,2025-08-05T10:55:06.000Z,2025-05-08T10:55:08.011Z,0
681c8d8dfd0a9fdb812b4ff7,67f99df356e86a8f862ba7e3,29.9872237,31.4424139,325,11.2,2025-08-05T10:55:07.000Z,2025-05-08T10:55:09.176Z,0
681c8d8dfd0a9fdb812b4ffb,67f99df356e86a8f862ba7e3,29.9872465,31.4423999,326,10.46,2025-08-05T10:55:08.000Z,2025-05-08T10:55:09.993Z,0
681c8d8ffd0a9fdb812b4fff,67f99df356e86a8f862ba7e3,29.9872688,31.4423862,326,10.51,2025-08-05T10:55:09.000Z,2025-05-08T10:55:11.001Z,0
681c8d90fd0a9fdb812b5003,67f99df356e86a8f862ba7e3,29.9872928,31.4423715,326,11.25,2025-08-05T10:55:10.000Z,2025-05-08T10:55:12.095Z,0
681c8d91fd0a9fdb812b5007,67f99df356e86a8f862ba7e3,29.9873187,31.4423561,326,11.54,2025-08-05T10:55:11.000Z,2025-05-08T10:55:13.163Z,0
681c8d91fd0a9fdb812b500b,67f99df356e86a8f862ba7e3,29.9873451,31.4423414,327,11.6,2025-08-05T10:55:12.000Z,2025-05-08T10:55:13.992Z,0
681c8d93fd0a9fdb812b500f,67f99df356e86a8f862ba7e3,29.987373,31.4423242,327,12.73,2025-08-05T10:55:13.000Z,2025-05-08T10:55:15.014Z,0
681c8d94fd0a9fdb812b5013,67f99df356e86a8f862ba7e3,29.9874007,31.4423055,327,12.03,2025-08-05T10:55:14.000Z,2025-05-08T10:55:16.138Z,0
